,pH,mM-acid,batch,strain,acid,genus
36,6.5,10,0,PA01,potassium-sorbate,pseudomonas
37,6.5,10,0,PA01,potassium-sorbate,pseudomonas
38,6.5,10,0,PA01,potassium-sorbate,pseudomonas
39,6.5,10,1,PA01,potassium-sorbate,pseudomonas
40,6.5,10,1,PA01,potassium-sorbate,pseudomonas
41,6.5,10,1,PA01,potassium-sorbate,pseudomonas
42,6.5,20,0,PA01,potassium-sorbate,pseudomonas
43,6.5,20,0,PA01,potassium-sorbate,pseudomonas
44,6.5,20,0,PA01,potassium-sorbate,pseudomonas
45,6.5,20,1,PA01,potassium-sorbate,pseudomonas
46,6.5,20,1,PA01,potassium-sorbate,pseudomonas
47,6.5,20,1,PA01,potassium-sorbate,pseudomonas
48,6,0,0,PA01,potassium-sorbate,pseudomonas
49,6,0,0,PA01,potassium-sorbate,pseudomonas
50,6,0,0,PA01,potassium-sorbate,pseudomonas
51,6,0,1,PA01,potassium-sorbate,pseudomonas
52,6,0,1,PA01,potassium-sorbate,pseudomonas
53,6,0,1,PA01,potassium-sorbate,pseudomonas
54,6,5,0,PA01,potassium-sorbate,pseudomonas
55,6,5,0,PA01,potassium-sorbate,pseudomonas
56,6,5,0,PA01,potassium-sorbate,pseudomonas
57,6,5,1,PA01,potassium-sorbate,pseudomonas
58,6,5,1,PA01,potassium-sorbate,pseudomonas
59,6,5,1,PA01,potassium-sorbate,pseudomonas
60,6,10,0,PA01,potassium-sorbate,pseudomonas
61,6,10,0,PA01,potassium-sorbate,pseudomonas
62,6,10,0,PA01,potassium-sorbate,pseudomonas
63,6,10,1,PA01,potassium-sorbate,pseudomonas
64,6,10,1,PA01,potassium-sorbate,pseudomonas
65,6,10,1,PA01,potassium-sorbate,pseudomonas
66,6,20,0,PA01,potassium-sorbate,pseudomonas
67,6,20,0,PA01,potassium-sorbate,pseudomonas
68,6,20,0,PA01,potassium-sorbate,pseudomonas
69,6,20,1,PA01,potassium-sorbate,pseudomonas
70,6,20,1,PA01,potassium-sorbate,pseudomonas
71,6,20,1,PA01,potassium-sorbate,pseudomonas
72,5.5,0,0,PA01,potassium-sorbate,pseudomonas
73,5.5,0,0,PA01,potassium-sorbate,pseudomonas
74,5.5,0,0,PA01,potassium-sorbate,pseudomonas
75,5.5,0,1,PA01,potassium-sorbate,pseudomonas
76,5.5,0,1,PA01,potassium-sorbate,pseudomonas
77,5.5,0,1,PA01,potassium-sorbate,pseudomonas
78,5.5,5,0,PA01,potassium-sorbate,pseudomonas
79,5.5,5,0,PA01,potassium-sorbate,pseudomonas
80,5.5,5,0,PA01,potassium-sorbate,pseudomonas
81,5.5,5,1,PA01,potassium-sorbate,pseudomonas
82,5.5,5,1,PA01,potassium-sorbate,pseudomonas
83,5.5,5,1,PA01,potassium-sorbate,pseudomonas
84,5.5,10,0,PA01,potassium-sorbate,pseudomonas
85,5.5,10,0,PA01,potassium-sorbate,pseudomonas
86,5.5,10,0,PA01,potassium-sorbate,pseudomonas
87,5.5,10,1,PA01,potassium-sorbate,pseudomonas
88,5.5,10,1,PA01,potassium-sorbate,pseudomonas
89,5.5,10,1,PA01,potassium-sorbate,pseudomonas
90,5.5,20,0,PA01,potassium-sorbate,pseudomonas
91,5.5,20,0,PA01,potassium-sorbate,pseudomonas
92,5.5,20,0,PA01,potassium-sorbate,pseudomonas
93,5.5,20,1,PA01,potassium-sorbate,pseudomonas
94,5.5,20,1,PA01,potassium-sorbate,pseudomonas
95,5.5,20,1,PA01,potassium-sorbate,pseudomonas
96,5,0,0,PA01,potassium-sorbate,pseudomonas
97,5,0,0,PA01,potassium-sorbate,pseudomonas
98,5,0,0,PA01,potassium-sorbate,pseudomonas
99,5,0,1,PA01,potassium-sorbate,pseudomonas
100,5,0,1,PA01,potassium-sorbate,pseudomonas
101,5,0,1,PA01,potassium-sorbate,pseudomonas
102,5,5,0,PA01,potassium-sorbate,pseudomonas
103,5,5,0,PA01,potassium-sorbate,pseudomonas
104,5,5,0,PA01,potassium-sorbate,pseudomonas
105,5,5,1,PA01,potassium-sorbate,pseudomonas
106,5,5,1,PA01,potassium-sorbate,pseudomonas
107,5,5,1,PA01,potassium-sorbate,pseudomonas
108,5,10,0,PA01,potassium-sorbate,pseudomonas
109,5,10,0,PA01,potassium-sorbate,pseudomonas
110,5,10,0,PA01,potassium-sorbate,pseudomonas
111,5,10,1,PA01,potassium-sorbate,pseudomonas
112,5,10,1,PA01,potassium-sorbate,pseudomonas
113,5,10,1,PA01,potassium-sorbate,pseudomonas
114,5,20,0,PA01,potassium-sorbate,pseudomonas
115,5,20,0,PA01,potassium-sorbate,pseudomonas
116,5,20,0,PA01,potassium-sorbate,pseudomonas
117,5,20,1,PA01,potassium-sorbate,pseudomonas
118,5,20,1,PA01,potassium-sorbate,pseudomonas
119,5,20,1,PA01,potassium-sorbate,pseudomonas
